cat,author,permlink,author_reputation,rep_group,created,day,percent,total_payout_value
Независимые авторы,fggg12,v-okeane-obnaruzhen-novyi-virus-s-neobychnym-stroeniem,26.18213385559631,25-20,2018-01-29T05:54:54Z,29,0.0,0.0
Независимые авторы,icocapital,6szszq-rekomendaciya-po-torgovle-eth-usd,46.09815045028458,25-20,2018-01-29T05:58:48Z,29,0.0,0.0
Независимые авторы,altbtc,podborka-perlov-iz-kriptochatov-1,54.668593792846465,50-60,2018-01-29T06:03:39Z,29,0.0,0.0
Независимые авторы,tihiy-chelovek,rastayanie,64.76821543867365,60-65,2018-01-29T06:05:48Z,29,1.3061517558908761e-05,0.033
Независимые авторы,zhasmin,buranovskie-babushki-v-miniatyure,64.50148965806619,60-65,2018-01-29T06:15:36Z,29,7.520267685432316e-06,0.019
Независимые авторы,valievilya,detskii-sad-shtany-na-lyamkakh,57.193417728900364,50-60,2018-01-29T06:16:45Z,29,0.0,0.0
Независимые авторы,altbtc,11-sovetov-po-cifrovym-valyutam-dlya-nachinayushikh,54.66856453554812,50-60,2018-01-29T06:16:57Z,29,0.0,0.0
Апвот 50-50,legin,situacii-v-afrike,52.33493271125549,50-60,2018-01-29T06:18:12Z,29,0.0,0.0
Независимые авторы,svetlana2018,7osnovnykh-priznakov-chto-vash-sobesednik-lzhet,26.98146986572749,25-20,2018-01-29T06:22:00Z,29,0.0,0.0
Vox Populi,vp-siberiada,6lzxnj-anakonda-iz-kemerovskoi-oblasti-priznana-stareishei-v-rossii,73.54469224105625,70+,2018-01-29T06:22:15Z,29,0.0070643019815576835,17.848
Независимые авторы,francisgrey,estafeta-starinnye-veshi-ot-kewie-v-interere-myshedoma,61.29970972774143,60-65,2018-01-29T06:25:45Z,29,5.857892723389384e-05,0.14800000000000002
Независимые авторы,habreplicator,prototipirovanie-svetilnikov-s-pomoshyu-3d-printerov-297357,67.47300235670126,65-70,2018-01-29T06:26:18Z,29,0.0,0.0
Независимые авторы,aleks27,2t1jtq-kriptovalyuta,42.220150615637536,25-20,2018-01-29T06:28:48Z,29,0.0,0.0
Независимые авторы,fggg12,adriano-chelentano-otprazdnoval-80-letnii-yubilei,0.0,0-25,2018-01-29T06:34:36Z,29,0.0,0.0
Независимые авторы,lushaya,poeticheskii-konkurs-o-vremeni-i-chasakh-pro-kikimoru,58.736861527815876,50-60,2018-01-29T06:36:03Z,29,2.889366005455574e-05,0.073
Независимые авторы,photoclub,svet-i-obem-v-podvodnoi-semke,69.7614303553564,65-70,2018-01-29T06:37:33Z,29,0.05021282733563157,126.863
Независимые авторы,jejangkit,6a38vc-beta-ryba,62.937819067784005,60-65,2018-01-29T06:39:27Z,29,7.916071247823491e-06,0.02
Независимые авторы,danet.loto,new-lottery-golos-33-7931,43.517221731335304,25-20,2018-01-29T06:40:00Z,29,7.520267685432316e-06,0.019
Независимые авторы,alexandr-naumov,poluchi-novuyu-monetu-crnc-besplatno,45.589227184508104,25-20,2018-01-29T06:40:00Z,29,0.0,0.0
Апвот 50-50,fainder,apvot50-50-programmy-kotorye-dolzhny-byt-ustanovleny-camtasia,56.171165513544295,50-60,2018-01-29T06:41:00Z,29,0.00027706249367382216,0.7
Независимые авторы,svetlana2018,test-na-opredelenie-silnykh-storon-lichnosti,26.983153161549183,25-20,2018-01-29T06:43:48Z,29,0.0,0.0
Независимые авторы,zhasmin,krasota-v-nochi-priroda-luchshii-khudozhnik-fotokonkurs-vremena-goda-ot-leylar-u-prirody-net-plokhoi-pogody,64.51534700608194,60-65,2018-01-29T06:46:39Z,29,0.0003736385628972688,0.9440000000000001
Независимые авторы,fellini,babochka-krapivnica,56.35679848818843,50-60,2018-01-29T06:47:33Z,29,1.8206963869994028e-05,0.046
Независимые авторы,aleks27,25spew-kriptovalyuta,42.23374571514278,25-20,2018-01-29T06:48:57Z,29,0.0,0.0
Независимые авторы,niusha,serdechno-sosudistaya-sistema-cheloveka-iz-stvolovykh-kletok,64.0392782055597,60-65,2018-01-29T06:55:15Z,29,0.0,0.0
Апвот 50-50,alexandergolos,v-kanade-kriptovalyuty-ne-budut-oblagatsya-specialnym-nalogom,57.95768094853642,50-60,2018-01-29T06:57:09Z,29,0.0,0.0
Независимые авторы,gothy,italyanskie-kanikuly-o-prizrakakh-i-apartamentakh-staroi-staroi-genui,68.98861673213406,65-70,2018-01-29T06:58:00Z,29,4.472580255020273e-05,0.113
Независимые авторы,ituber,anons-blockchain-conference-vladimir-popovym-minsk-27-02-2018,68.18383496886808,65-70,2018-01-29T07:01:36Z,29,6.649499848171733e-05,0.168
Независимые авторы,nick.kharchenko,konczert-v-pabe-2018-01-29-12-01-39,57.08686146756562,50-60,2018-01-29T07:01:42Z,29,8.747258728844958e-05,0.221
Апвот 50-50,alexandergolos,4tfane-v-kanade-kriptovalyuty-ne-budut-oblagatsya-specialnym-nalogom,57.70264012509668,50-60,2018-01-29T07:02:30Z,29,0.0,0.0
Апвот 50-50,dexterous,razvlecheniya-belyi-sneg-i-detskii-smekh,77.74492272160045,70+,2018-01-29T07:06:51Z,29,2.8332307694158834,7158.174
Независимые авторы,aleks27,5hgvgj-kriptovalyuta,42.23396295453702,25-20,2018-01-29T07:09:54Z,29,0.0,0.0
Независимые авторы,fintab,do-zaversheniya-ico-ostalos-24-chasa,52.826141776187356,50-60,2018-01-29T07:17:33Z,29,0.0,0.0
Vox Populi,istfak,nazvanie-socialnyi-status-kupcov-v-rossiiskoi-imperii,76.2963786107677,70+,2018-01-29T07:18:33Z,29,0.03195203418115235,80.727
Golosmedia,econmag,smartphonesalesinchina,80.4805421950554,70+,2018-01-29T07:20:03Z,29,0.17203878901826075,434.657
Независимые авторы,ituber,anons-blockchain-conference-moscow-c-vladimirom-popovym-moskva-17-18-04-2018,68.21437372512318,65-70,2018-01-29T07:23:03Z,29,0.0020696568277434515,5.229
PSK,valeriya01,proekty-shkolnykh-zdanii-ot-proshlogo-k-segodnyashnemu,56.83327052360447,50-60,2018-01-29T07:23:12Z,29,0.11167914155716904,282.158
Апвот 50-50,yasha,3hj8xj-xkcd,38.12720967626694,25-20,2018-01-29T07:25:54Z,29,0.0,0.0
Независимые авторы,habreplicator,kak-pri-razrabotke-plagina-dlya-jira-upakovat-zavisimuyu-biblioteku-v-obr-347744,67.47324094400848,65-70,2018-01-29T07:27:18Z,29,0.0,0.0
Независимые авторы,glazok517,mourinyu-o-sanchese-i-apelsinovom-dereve,36.066875297162156,25-20,2018-01-29T07:29:09Z,29,0.0,0.0
Независимые авторы,glazok517,ya-znayu-chto-moya-rabota-vazhna-dlya-millionov-millionov-millionov-bolelshikov-intervyu-zhoze-mourinyu,36.066875297162156,25-20,2018-01-29T07:34:39Z,29,0.0,0.0
PSK,nataliaromashina,o-vremena-o-nravy-chetyre-syuzheta-iz-klassiki-kotorye-kazhutsya-nam-starnnymi,70.88214300246071,70+,2018-01-29T07:38:00Z,29,0.320438606076271,809.59
Независимые авторы,koculkina,krovavo-rozovyi-zakat,40.96089480756301,25-20,2018-01-29T07:40:12Z,29,0.0,0.0
Независимые авторы,boliwar,nemnogo-o-myase,45.686393058840686,25-20,2018-01-29T07:41:54Z,29,3.403910636564101e-05,0.086
Апвот 50-50,dr-boo,tokengo-novaya-zamknutaya-ekosistema-na-blokchein,65.94305277014175,65-70,2018-01-29T07:45:09Z,29,3.958035623911745e-05,0.1
Независимые авторы,pronauku,noproofsforferomones,64.86799250557134,60-65,2018-01-29T07:50:00Z,29,1.1701093218542806,2956.288
Независимые авторы,ivannapavlenko,nochnaya-babochka-udivitelnye-glaza,24.549087306746813,0-25,2018-01-29T07:57:27Z,29,0.0,0.0
Независимые авторы,habreplicator,vsya-pravda-o-vps-kvm-e5-2650-v4-6-cores-10gb-ddr4-240gb-ssd-1gbps-ot-usd20-ili-kak-pravilno-delit-server-347386,67.47376509828966,65-70,2018-01-29T07:57:48Z,29,0.0,0.0
Vox Populi,vp-zarubezhje,derevnya-prizrak-kaiyakoi-ili-legendy-i-mify-antichnoi-turcii,77.06823418167323,70+,2018-01-29T08:01:27Z,29,0.07269090744738878,183.65400000000002
Независимые авторы,netuoso,ethereum-eos-price-1517186526,53.005020656135756,50-60,2018-01-28T19:42:06Z,28,1.9642600386009242e-05,0.033
Апвот 50-50,snooze,nemnozhko-yumora-s-nashego-telegramm-chata-i-nemnozhko-pokhvastayusx-svoim-koshelxkom-mysli-vslukh,64.49441654842741,60-65,2018-01-28T20:22:21Z,28,0.001962474347656741,3.2969999999999997
Апвот 50-50,firstlesson,myshlenie-rukovoditelya,62.26297281127319,60-65,2018-01-28T20:34:45Z,28,2.0578802434225327,3457.284
Независимые авторы,ulika,dobroe-utro-strana,29.521920509205493,25-20,2018-01-28T20:54:54Z,28,0.0,0.0
Независимые авторы,xirax,latin-american-girl,30.02343384870212,25-20,2018-01-28T20:56:15Z,28,0.0,0.0
Апвот 50-50,perpetuummobile,zimnyaya-doroga,56.70856523040966,50-60,2018-01-28T21:04:54Z,28,0.0,0.0
Независимые авторы,moranor,7tw3ze,62.00326316375976,60-65,2018-01-28T21:35:12Z,28,0.0015565272730125503,2.615
Независимые авторы,solange,zolotoi-nash-chelovek,35.309587083903516,25-20,2018-01-28T21:54:06Z,28,0.0,0.0
Независимые авторы,serrrr,7tjr8g-kurilskie-ostrova,46.402387177767594,25-20,2018-01-28T21:58:09Z,28,0.0,0.0
Независимые авторы,romanskv,yarko-ryzhaya-devushka-risunok,64.79850753383957,60-65,2018-01-28T22:27:54Z,28,0.0,0.0
Апвот 50-50,vipganyan,bir-devin-dogusu-blockchain-3-ve-arcblock,40.276682826057566,25-20,2018-01-28T22:39:06Z,28,0.00032618621247069887,0.5479999999999999
Vox Populi,vox.mens,poeziya-pitbul,78.07340810735879,70+,2018-01-28T22:40:03Z,28,0.12262994467048513,206.021
Vox Populi,vox.mens,proza-lyubov-i-strannosti-lyubvi-chast-7-lyubov-i-magiya-2,78.06500038219713,70+,2018-01-28T22:50:39Z,28,1.9207867973344825,3226.9640000000004
Независимые авторы,whoib,effekty-vizualizacii-windows-3d-rasslablyayushie-zvuki-voln-windows-3d-visualization-effects-relaxing-sounds-of-waves,31.35685563992094,25-20,2018-01-28T23:11:15Z,28,0.0,0.0
Независимые авторы,carmen,moya-fotografiya-dn-cow-parsley,48.44581197622282,25-20,2018-01-28T23:23:33Z,28,0.0,0.0
Независимые авторы,bairtaibinov,ya-artist-baleta-artisty-mnogo-gastroliruyut,38.06100411850944,25-20,2018-01-28T23:35:33Z,28,1.1309375979823502e-05,0.019
Независимые авторы,zagitov,eksperiment-vyzov-sebe-den-88-90-35-batareya-i-mys-fiolent,60.20950859895794,60-65,2018-01-28T23:35:48Z,28,2.7380594477467424e-05,0.046
Апвот 50-50,denver74,sobaka-baskervilei-kak-snimali-film,56.7446560466045,50-60,2018-01-28T23:35:54Z,28,0.0,0.0
Независимые авторы,habreplicator,obman-v-pryamom-efire-pri-avarii-ariane-5-297621,67.47045467441939,65-70,2018-01-28T23:49:48Z,28,0.0,0.0
Апвот 50-50,shinereading,kislorodnye-oazisy-drevnei-zemli,68.59466917559594,65-70,2018-01-28T23:54:48Z,28,2.753709838411874,4626.293
Независимые авторы,avoice,evolyuciya-mikroflory-na-primere-zakvaski-dlya-vypechki,44.157085112232195,25-20,2018-01-29T00:14:06Z,29,2.889366005455574e-05,0.073
Независимые авторы,lesya-obstinate,esli-iskali-naturalnuyu-rossiiskuyu-kosmetiku-to-vam-v-moi-post,48.12460913776512,25-20,2018-01-29T00:19:48Z,29,0.0,0.0
Независимые авторы,nikolai-ll,79fv5e-navalnyi-bashkiriya-i-zakhvat-zalozhnikov,67.77365306456,65-70,2018-01-29T00:20:21Z,29,2.252912293916316,5691.996
Независимые авторы,therealmavro,referalnaya-sistema-mavro-org-i-kak-na-nei-zarabotat,40.008429114082105,25-20,2018-01-29T00:34:39Z,29,0.0,0.0
Vox Populi,vp-pedsovet,istoriya-iz-zhizni-kak-vyrastit-doch-lentyaikoi,76.8670635202802,70+,2018-01-29T00:35:12Z,29,0.0784755765117358,198.269
Независимые авторы,nikitinskii,kipr-v-tsitadieli-famaghusty,72.5231890255892,70+,2018-01-29T00:47:06Z,29,0.0018634431717376497,4.708
Независимые авторы,euromanenko,ekonomika-padenie-dokhodov-zakon-o-kriptovalyutakh-dolgi-regionov-video,63.924014778333905,60-65,2018-01-29T00:58:09Z,29,1.8206963869994028e-05,0.046
Апвот 50-50,avlion,4dgxeg-300-otzhimanii-marafon-50-50,67.83464836313604,65-70,2018-01-29T00:59:21Z,29,0.014063692178883213,35.532
Независимые авторы,samodelkin,remont-kompyuternogo-bloka-pitaniya,62.941828349407444,60-65,2018-01-29T01:04:33Z,29,0.000226795441250143,0.573
Независимые авторы,arcange,ezhednevnyi-khit-parad-dlya-nachinayushchikh-20180127,79.84340733342383,70+,2018-01-29T01:05:18Z,29,0.0017993229946302795,4.546
Независимые авторы,evildeathcore,zimnii-kichmengskii-gorodok-2,72.45965483649252,70+,2018-01-29T01:08:57Z,29,0.0038139631272013585,9.636000000000001
Независимые авторы,olganebesnaya,kak-tak-poluchaetsya,60.57395251209736,60-65,2018-01-29T01:12:36Z,29,0.0003597854382135777,0.909
Независимые авторы,neo,panorama-dnia-passo-pordoi-,72.19011279371631,70+,2018-01-29T01:12:57Z,29,0.03129104223195908,79.057
Независимые авторы,aleksandr1,pochemu-rpc-tak-tshatelno-skryvaet-nastoyashuyu-istoriyu-rossii-1-2-chast-pishite-kommentarii-i-svoe-mnenie-o-filme,58.444086587751215,50-60,2018-01-29T01:16:45Z,29,0.0,0.0
Независимые авторы,dagmar,utrennii-kommentarii,58.52588812695724,50-60,2018-01-29T01:22:18Z,29,0.0,0.0
Независимые авторы,bountychanel,obzor-ico-and-bounty-babb,42.98834043436244,25-20,2018-01-29T01:22:54Z,29,0.0,0.0
Независимые авторы,tinochka,fotokonkurs-vremena-goda-ot-leylar-u-prirody-net-plokhoi-pogody-tema-yanvar-2018-moroza-filigrannaya-vyaz,69.5746442900299,65-70,2018-01-29T01:28:18Z,29,0.003861063751125908,9.755
Независимые авторы,dnevnikpsihologa,pochemu-vo-mne-voznikayut-perezhivaniya-i-chto-mne-delat-s-nimi,28.50749531282669,25-20,2018-01-29T01:36:15Z,29,0.0,0.0
Независимые авторы,apelmon,onlain-kurs-triz-pedagogika-dlya-detei-i-roditelei-zanyatie-3-triz-igry-dlya-razvitiya-variativnosti-myshleniya-d-z,55.539667251502756,50-60,2018-01-29T01:36:54Z,29,1.5832142495646982e-05,0.04
Vox Populi,vp-photo.pro,chto-delat-esli-fotoapparata-net-no-fotografirovat-khochetsya,75.20359847391447,70+,2018-01-29T01:39:27Z,29,0.8697007508563774,2197.304
Независимые авторы,hodlweek,coincheck-vernet-ukradennye-usd500-mln,55.642488525167366,50-60,2018-01-29T01:39:30Z,29,0.0,0.0
Независимые авторы,anonymous.author,konkurs-stikhov-25-rezultaty-golosovaniya,74.25625893946265,70+,2018-01-29T01:50:48Z,29,1.1893619987361121,3004.93
Независимые авторы,neurogress,can-we-already-stop-typing-and-touching,43.05973594684451,25-20,2018-01-29T01:54:57Z,29,0.0,0.0
Независимые авторы,mishka,potroshitel-v-nyu-iorke-alienist-ot-tnt,72.69755046667552,70+,2018-01-29T01:56:33Z,29,0.00014882213945908163,0.376
Независимые авторы,cryptobits3,ico-mark-space-sleduyushii-etap-v-razvitii-interneta,0.0,0-25,2018-01-29T02:02:24Z,29,0.0,0.0
Независимые авторы,redhat,domokhozyaiki-i-bankovskie-karty,72.04437218366411,70+,2018-01-29T02:05:15Z,29,0.00013576062190017287,0.34299999999999997
Независимые авторы,tandemus,vspomnilos-melekino,67.94802027431876,65-70,2018-01-29T02:05:30Z,29,3.958035623911745e-05,0.1
Независимые авторы,golem7,vodil-menya-seryoga-neskolko-slov-o-muzeyakh,55.83268520723118,50-60,2018-01-29T02:13:45Z,29,0.0,0.0
Независимые авторы,habreplicator,ss1101-pod-upravleniem-pic-kontrollera-ili-postroenie-odnorangovoi-seti-dlya-radioinzhenera-chast-2-347736,67.47091848589665,65-70,2018-01-29T02:22:18Z,29,0.0,0.0
Vox Populi,vp-papamama,ploskaya-golova-u-novorozhdennogo-ne-poddaemsya-panike,73.53138462762908,70+,2018-01-29T02:22:48Z,29,0.049734300828700645,125.654
Независимые авторы,vibelita,6n8e6p-the-cloud-and-sky,64.60819558065718,60-65,2018-01-29T02:27:00Z,29,0.0,0.0
Независимые авторы,chanych-85,koleso-obozreniya,55.94984172585943,50-60,2018-01-29T02:27:21Z,29,0.0,0.0
Независимые авторы,andrey1986,preemstvennost-vlasti-ne-reshaet-problemy-v-rossii,57.39677567660217,50-60,2018-01-29T02:27:33Z,29,0.0,0.0
Независимые авторы,alexwhite33,e-chat-marketing,42.81968974714137,25-20,2018-01-29T02:29:51Z,29,0.0,0.0
Независимые авторы,fyyf,kogda-derevya-byli-bolshimi,63.200826694634145,60-65,2018-01-29T02:43:27Z,29,1.0290892622170538e-05,0.026000000000000002
Апвот 50-50,legin,kitaiskie-postery-begushego-v-labirinte-kak-otdelnyi-vid-iskusstva,52.03740012115028,50-60,2018-01-29T02:46:39Z,29,7.718169466627904e-05,0.195
Независимые авторы,annetta,stoit-li-delat-privivki,36.02720718023102,25-20,2018-01-29T02:52:06Z,29,6.095374860824088e-05,0.154
Независимые авторы,habreplicator,perevod-v-odnu-reku-vsyo-taki-mozhno-voiti-dvazhdy-297589,67.47091848589665,65-70,2018-01-29T02:52:48Z,29,0.0,0.0
Vox Populi,vp-liganovi4kov,golos-novichka-anketa-veta-less,75.25291045176135,70+,2018-01-29T03:07:18Z,29,0.028624909435692132,72.321
Независимые авторы,sanina,foreks-rekomendaciya-26-yanvarya,40.03063358746443,25-20,2018-01-29T03:15:18Z,29,0.0,0.0
Независимые авторы,vp-actionlife,gornolyzhnaia-armieniia,73.12054771762197,70+,2018-01-29T03:18:12Z,29,0.19781351700117403,499.777
Независимые авторы,evgeny267,nemnogo-arkhitektury-verkh-neijvinska,53.034713249779045,50-60,2018-01-29T03:18:27Z,29,7.520267685432316e-06,0.019
Независимые авторы,vadim1963,fotokonkurs-vremena-goda-ot-leylar,43.623313244631966,25-20,2018-01-29T03:23:24Z,29,0.0005070243634230946,1.281
Vox Populi,vp-webdev,kak-sozdat-kartu-saita-na-php,72.47035275361701,70+,2018-01-29T03:23:39Z,29,0.03551466204623531,89.728
Независимые авторы,vishenka,poeticheskii-konkurs-o-vremeni-i-chasakh,59.237652877055496,50-60,2018-01-29T03:42:18Z,29,2.889366005455574e-05,0.073
Vox Populi,poesie,rubrika-ya-vas-russkim-yazykom-sprashivayu-soglasno-prikaza-i-drugie-upravlencheskie-oshibki,76.4414548462281,70+,2018-01-29T03:42:24Z,29,0.1100254742734987,277.98
Независимые авторы,niue,lankiijskie-alyie-parusa-ne-bez-svoego-kapitana,45.40763294695735,25-20,2018-01-29T03:43:51Z,29,1.3061517558908761e-05,0.033
Независимые авторы,alikssandra,dlya-fotokonkurs-vremena-goda-ot-leylar-u-prirody-net-plokhoi-pogody-tema-yanvar-2018,65.87891036016501,65-70,2018-01-29T03:48:21Z,29,0.00010132571197214069,0.256
Независимые авторы,mystic11,pro-ripple,35.36348421578516,25-20,2018-01-29T03:49:21Z,29,0.0,0.0
Независимые авторы,obmenka,ethereum-rastet-na-30-v-nedelyu,53.13800475348492,50-60,2018-01-29T03:51:36Z,29,0.0,0.0
PSK,andrvik,cifrovye-finansovye-aktivy-i-nacionalnyi-maining-uzhe-skoro,72.88532765040392,70+,2018-01-29T03:54:12Z,29,2.4279857088474297,6134.32
Независимые авторы,riverside7,severnoe-molukku,24.44274289074101,0-25,2018-01-29T05:12:45Z,29,0.0,0.0
Независимые авторы,ituber,anons-blockchain-conference-vladimir-popov-spb-13-02-2018-minsk-27-02-2018-moskva-17-18-04-2018,68.20314821389019,65-70,2018-01-29T05:14:21Z,29,0.00013576062190017287,0.34299999999999997
Независимые авторы,chanych-85,proekt-ostanovis-mgnovenie-nochnaya-fotografiya-ruiny-khlebozavoda,55.94976385163058,50-60,2018-01-29T05:18:27Z,29,0.0027005677061949836,6.8229999999999995
Независимые авторы,m1m2,razmyshleniya-na-temu-kak-zarabotat-i-bezopasno-rasprostranyat-smerit-na-forume-bitcointalk-org,56.839518069679286,50-60,2018-01-29T05:25:57Z,29,7.520267685432316e-06,0.019
