cat,author,permlink,author_reputation,rep_group,created,day,percent,total_payout_value
Независимые авторы,doctorka,a-ty-boishsya-letat-samoletami,35.35612913988066,25-20,2018-02-04T13:46:45Z,4,0.0,0.0
Независимые авторы,gascount,obnovlenie-javascript-kalkulyatora-gascount-v-3-2,43.51165733378525,25-20,2018-02-04T13:47:30Z,4,0.0,0.0
Независимые авторы,fargo123,kak-menyalis-zhestkie-diski,59.374913799492404,50-60,2018-02-04T13:48:27Z,4,0.0,0.0
Vox Populi,vp-photo.pro,foto-novichkov-specvypusk-rubriki-foto-dnya-ot-photo-pro-04-02-2018,75.02781075532954,70+,2018-02-04T13:50:15Z,4,1.7023168847883392,1930.901
Апвот 50-50,insaf,ministr-finansov-yuzhnoi-korei-blokchein-ne-mozhet-funkcionirovat-bez-kriptovalyut,46.91901384511916,25-20,2018-02-04T13:50:54Z,4,0.0,0.0
Независимые авторы,lynx,minus-odin,59.07049583515983,50-60,2018-02-04T13:51:00Z,4,0.0,0.0
Независимые авторы,ilien,ocherednoi-raspil-babla-ili-vsemirnoe-poteplenie,27.347969716697435,25-20,2018-02-04T13:51:51Z,4,0.0,0.0
Независимые авторы,vitaliy19,sp8de-ico,39.48481414281967,25-20,2018-02-04T13:57:30Z,4,0.0,0.0
Независимые авторы,tok,decentralized-social-network,42.1291648436149,25-20,2018-02-04T14:06:12Z,4,0.0,0.0
Независимые авторы,jang,golos-report-or-february-4th-2018,66.885683225473,65-70,2018-02-04T14:11:51Z,4,0.0,0.0
Независимые авторы,habreplicator,iz-pesochnicy-summa-summ-arifmeticheskikh-progressii-348272,67.5504334733573,65-70,2018-02-04T14:30:03Z,4,0.0,0.0
Независимые авторы,kewie,estafeta-starinnye-veshi-itogi-5kw-i-nagrada-dlya-uchastnikov,62.11093481628542,60-65,2018-02-04T14:31:03Z,4,5.289707400187806e-05,0.06
Независимые авторы,janedoe,nemnozhko-o-kosmetike-i-pokupkakh,58.60183374759727,50-60,2018-02-04T14:31:39Z,4,0.0,0.0
Независимые авторы,elifantum,drugoij-diapazon-infrakrasnoe--2018-02-04-19-32-26,49.88246587017415,25-20,2018-02-04T14:32:42Z,4,0.0032126156277140607,3.6439999999999997
Независимые авторы,solomiiaderkach,puteshestvuem-semei,34.018734364907644,25-20,2018-02-02T03:35:54Z,2,0.0,0.0
Независимые авторы,veta-less,podstavka-dlya-telefona-v-stile-igry-fallout,55.92663666078412,50-60,2018-02-02T03:36:00Z,2,0.0004549077235463078,0.418
Апвот 50-50,onegin,02022018-btcusd-analiz-czeny,62.03176636460579,60-65,2018-02-02T03:37:03Z,2,0.00019915816605017782,0.183
Независимые авторы,photoclub,nachalo-etapa-7-fotokonkursa-ezhednevnaya-fotopremiya-golosa-zhanrovaya-fotografiya,69.4183835065281,65-70,2018-02-02T03:38:54Z,2,0.03084230833804393,28.34
Независимые авторы,golos.loto,5x36-golos-lottery-1466-7950,80.30457247999331,70+,2018-02-02T03:40:06Z,2,0.03443259680689386,31.639
Апвот 50-50,billibo,kak-vesti-semejnyj-byudzhet-chestno-i-ehffektivno-01-19,56.265389820178214,50-60,2018-02-02T03:40:30Z,2,0.0,0.0
Независимые авторы,mary-n,3nw97g-i-opyat-anekdoty-pro-moyu-koshku,55.86175054275782,50-60,2018-02-02T03:43:36Z,2,3.4825471659047484e-05,0.032
Независимые авторы,bonika,kogda-khochetsya-nachat-vsyo-s-chistogo-lista,45.377423623427504,25-20,2018-02-02T03:44:39Z,2,0.0,0.0
Независимые авторы,carbonado,top-30-altcoins-s-vysokim-potencialom-2018,32.60182345571304,25-20,2018-02-02T03:47:24Z,2,0.0,0.0
Независимые авторы,tatdt,neva-ranneij-vesnoij,62.7036046596193,60-65,2018-02-02T04:03:18Z,2,8.379879117958302e-05,0.077
Независимые авторы,prizrak-spb,skazka-pro-shpionov-zagranichnykh,46.58789204590874,25-20,2018-02-02T04:05:27Z,2,0.0,0.0
Апвот 50-50,rastabandito,foto-premiya,46.50184742515886,25-20,2018-02-02T04:05:51Z,2,0.0,0.0
Независимые авторы,sunnydream,anketa-druzei-na-oboyakh,30.997642982533815,25-20,2018-02-02T04:08:51Z,2,0.0,0.0
Независимые авторы,soroka,nebo-derevo-i-ptica-dlya-estafety-cveta,63.972290311869585,60-65,2018-02-02T04:17:57Z,2,0.0009805546864000557,0.9009999999999999
Vox Populi,vp-webdev,otchet-soobshestva-vp-webdev-za-yanvar-2018-goda,72.61721096186344,70+,2018-02-02T04:21:33Z,2,0.0379390864845642,34.861
Независимые авторы,nefer,opa-ciferka-pereskochila,72.01001373562431,70+,2018-02-02T04:23:21Z,2,0.0007215402409358901,0.6629999999999999
Независимые авторы,tanat,igor-talkov,43.47407437364019,25-20,2018-02-02T04:25:33Z,2,0.0,0.0
Независимые авторы,hodlweek,i-snova-moshenniki,55.6644075433101,50-60,2018-02-02T04:28:54Z,2,0.0,0.0
Независимые авторы,greatpicture,393amk-chego-nelzya-i-chto-mozhno-delat-v-den-rozhdeniya,39.41350518291766,25-20,2018-02-02T04:30:15Z,2,0.0,0.0
Независимые авторы,greatpicture,90-lyudei-nosyat-medicinskuyu-masku-nepravilnoi-storonoi-vot-kak-nado,39.413654748504136,25-20,2018-02-02T04:38:18Z,2,0.0,0.0
Независимые авторы,multiplicator,ne-s-kem-govorit-pishi,27.675845186609134,25-20,2018-02-02T04:39:09Z,2,0.0,0.0
Независимые авторы,zhasmin,sobachki-stritfotografiya,64.51264495930138,60-65,2018-02-02T04:39:24Z,2,0.0,0.0
Независимые авторы,evimeria,five-facts-about-me-challenge,18.74496956968421,0-25,2018-02-02T04:40:12Z,2,0.0,0.0
Независимые авторы,greatpicture,11-priznakov-chto-na-vas-ispolzuyut-samyi-drevnii-sposob-manipulyacii,39.48922875473225,25-20,2018-02-02T04:45:27Z,2,0.0,0.0
Независимые авторы,lesya-obstinate,vse-genialnoe-prosto,48.12516345410465,25-20,2018-02-02T04:46:21Z,2,0.0,0.0
Независимые авторы,tapir,est-ili-ne-est,15.64569208912118,0-25,2018-02-02T04:47:36Z,2,0.0,0.0
Независимые авторы,icex,neo-izmenenie-rekomendacii-na-prodavat,41.81903915265377,25-20,2018-02-02T04:50:09Z,2,0.0,0.0
Апвот 50-50,slava23,nintendo-rabotaet-nad-polnometrazhnym-animacionnym-filmom-pro-mario-02-01,54.64712180875175,50-60,2018-02-02T04:52:24Z,2,0.0,0.0
Независимые авторы,docsait,poslednie-novosti-kriptomira-chego-zhdat-v-fevrale,44.28991177289947,25-20,2018-02-02T04:55:51Z,2,0.0,0.0
PSK,thescience,ne-konkuriruyushchiij-konkurent-ili-proveryaem-kachestvo-nauchnykh-perevodov,60.93870812859265,60-65,2018-02-02T05:03:27Z,2,0.21154188611293723,194.37900000000002
Golosmedia,psk,psk02023,71.61523098657847,70+,2018-02-02T05:05:00Z,2,3.715471891616341,3414.027
Независимые авторы,nuoviso,palmblattbibliothek--dem-schicksal-auf-der-spur--stoner-frank--frei--20180202t100630634z,25.866630797552254,25-20,2018-02-02T05:06:30Z,2,0.0,0.0
Независимые авторы,diimazavr,eristica-platforma-dlya-resheniya-sporov-vyzovov-i-challenge-ei-ico-live,59.021578683941996,50-60,2018-02-02T05:06:51Z,2,0.0,0.0
Независимые авторы,alangrant,noam-khomskii-protiv-mishelya-fuko-debaty-o-prirode-cheloveka-chast-2-2,13.75606840074012,0-25,2018-02-02T05:09:45Z,2,0.0,0.0
Независимые авторы,djimirji,uchenye-rasskazali-chto-mozhet-privesti-k-krupnym-kataklizmam-na-zemle,42.81908209847322,25-20,2018-02-02T05:10:27Z,2,0.0,0.0
Независимые авторы,hemperalonse,poluchite-akkaunt-s-500usd-na-novoi-kriptovalyutnoi-birzhe-upcoin,10.792492230089302,0-25,2018-02-02T05:13:03Z,2,0.0,0.0
Апвот 50-50,mister-omortson,krasnyi-flag,61.62243245487162,60-65,2018-02-02T05:15:27Z,2,7.291583128613067e-05,0.067
Апвот 50-50,vjazhi,top-vyazanyi-spicami-platochnoi-vyazkoi,46.66003492661035,25-20,2018-02-02T05:16:18Z,2,0.0,0.0
Независимые авторы,kleo-krypto,poluchai-dokhod-ot-industrii-azartnykh-igr-na-blokcheine,27.693920641733143,25-20,2018-02-02T05:18:36Z,2,0.0,0.0
Независимые авторы,hodlweek,medvedev-o-kriptovalyute-v-eaes,55.665115103342,50-60,2018-02-02T05:19:06Z,2,0.0,0.0
Vox Populi,vp-kulinar-club,kartofelnye-korzinki-s-seledochnoi-nachinkoi,73.46747121317634,70+,2018-02-02T05:25:09Z,2,0.046163339276046135,42.418
PSK,ezolotuhin,kladbishe-sovetskoi-istorii-v-estonii,68.85235686972214,65-70,2018-02-02T05:37:12Z,2,3.05184205686549,2804.239
Апвот 50-50,esperos,apvot50-50-ukraina-teryaet-podderzhku-apvot50-50-20180202t103845854z-cpeda,59.31449353716103,50-60,2018-02-02T05:38:45Z,2,0.01009938678112377,9.28
Независимые авторы,carbonado,pochemu-apple-vnezapno-udalila-telegrammu-iz-magazina-prilozhenii,32.589295014674015,25-20,2018-02-02T05:41:27Z,2,0.0,0.0
Независимые авторы,techofox,czb-ne-sovetuet-maijneram-prodavatx-kriptovalyutu-v-rossii,59.85686847795218,50-60,2018-02-02T05:45:42Z,2,4.353183957380936e-05,0.04
Независимые авторы,ivasenko,a-chto-obman-a-chto-net,34.128146300904966,25-20,2018-02-02T05:46:48Z,2,0.0,0.0
Независимые авторы,atlasblockchain,kriptovalyuta-venesuely-ocenena-v-usd60-za-odin-petro,34.744703180983585,25-20,2018-02-02T05:48:36Z,2,0.0,0.0
Независимые авторы,svetozarhobbot,uspokoisya,56.99564841377106,50-60,2018-02-02T05:52:24Z,2,0.0014485219618185063,1.331
Независимые авторы,robomed,primery-ispolzovaniya-tokena-robomed-network-chast-1,41.79961764586717,25-20,2018-02-02T05:53:48Z,2,0.0,0.0
Независимые авторы,yamz,2pv8pt-foto,0.0,0-25,2018-02-02T06:01:18Z,2,0.0,0.0
Независимые авторы,sybil,3uvz9s,46.67445393925731,25-20,2018-02-02T06:05:00Z,2,0.0,0.0
Независимые авторы,kive2k,ironblock-rinok-globalnikh-specializovanikh-mashin,41.566711809130396,25-20,2018-02-02T06:08:45Z,2,0.0,0.0
Независимые авторы,oppium,kriptovalyuta-chto-eto-takoe-i-gde-ee-vzyat,18.50614746058902,0-25,2018-02-02T06:17:33Z,2,0.0,0.0
Независимые авторы,alexandergolos,zmcf4-samsung-zapustit-proizvodstvo-oborudovaniya-dlya-maininga,59.0506473567479,50-60,2018-02-02T06:18:36Z,2,0.0,0.0
Независимые авторы,tusechka,pushkinskie-skazki-akro-parodiya,64.89833768511599,60-65,2018-02-02T06:22:00Z,2,0.0003950514441323199,0.363
Независимые авторы,julia.kanyukova,takie-raznye-spokoinaya-i-neugomonnaya,55.52514422272027,50-60,2018-02-02T06:22:24Z,2,0.0,0.0
Независимые авторы,kive2k,eristica-ukladennya-pari-za-dopomogoyu-blokchein-tekhnologiyi,41.566711809130396,25-20,2018-02-02T06:26:15Z,2,0.0,0.0
Независимые авторы,nkl,pokrovy-sorvany-up-s-s,55.597125476006255,50-60,2018-02-02T06:28:42Z,2,0.0,0.0
Независимые авторы,coinduck,investory-beetoken-postradali-ot-fishinga,47.414967072216,25-20,2018-02-02T06:31:21Z,2,0.0,0.0
Независимые авторы,djimirji,novyi-rezhim-dlya-istorii-poyavilsya-v-instagram,42.87863735114912,25-20,2018-02-02T06:33:48Z,2,0.0,0.0
Независимые авторы,tihiy-chelovek,semeinyi-prazdnik-8,64.93148009251149,60-65,2018-02-02T06:43:39Z,2,2.3942511765595147e-05,0.022000000000000002
Апвот 50-50,kornev,narisovannaya-revnost,62.12225302678482,60-65,2018-02-02T06:45:51Z,2,0.0,0.0
Независимые авторы,mixon,ico-izetex-igraite-sobiraite-zhetony-i-poluchaete-podarki,30.829449186072473,25-20,2018-02-02T06:50:21Z,2,0.0,0.0
Независимые авторы,vitalikexpert,vse-krupnye-korrekcii-bitkoina-s-2012-goda-v-odnoi-tablice,39.18379717483245,25-20,2018-02-02T06:51:36Z,2,0.0,0.0
Vox Populi,just-life,3xcefv-seriya-statei-v-rubrike-professiya-zhurnalist,77.38917034938133,70+,2018-02-02T06:56:06Z,2,0.06846143580174063,62.907
Независимые авторы,alexandergolos,indiya-ne-zapreshaet-bitcoin,59.03054516664609,50-60,2018-02-02T07:03:15Z,2,0.0,0.0
Независимые авторы,may2015,konkurs-serdechko-ot-irisworld-serdechki-na-mostu-nadezhdy,64.88798226475669,60-65,2018-02-02T07:09:33Z,2,8.379879117958302e-05,0.077
Апвот 50-50,akva22,voina-kogda-zhe-ty-zakonchishsya,56.32257557235586,50-60,2018-02-02T07:11:12Z,2,7.291583128613067e-05,0.067
Апвот 50-50,creshik,tri-goda-bez-kuzmy,67.32276746125194,65-70,2018-02-02T07:14:33Z,2,0.014403597418984171,13.235
Независимые авторы,zir0chka,ezhednevnaya-fotopremiya-golosa-etap-7-shtorm,62.96590537711287,60-65,2018-02-02T07:16:48Z,2,0.00010774130294517816,0.099
Vox Populi,vp-papamama,nemnogo-ob-adaptacii-k-detskom-sadu,73.54025549953238,70+,2018-02-02T07:18:00Z,2,0.06479387831764719,59.537
Независимые авторы,lyka917,poeticheskii-konkurs-zayavi-o-sebe-na-smert-druga,36.0735099654689,25-20,2018-02-02T07:19:06Z,2,3.3737175669702254e-05,0.031
Независимые авторы,annats,kamyshi,56.09828456948476,50-60,2018-02-02T07:23:06Z,2,0.0,0.0
Независимые авторы,billibong,biografiya-silvestra-stallone-01-17,62.50547252642157,60-65,2018-02-02T07:23:12Z,2,0.0,0.0
Апвот 50-50,sergeizhukov,5jfy4w-moi-put-k-milliardu-polzy,53.79841488364994,50-60,2018-02-04T14:34:33Z,4,0.0,0.0
Независимые авторы,zolotova1703,zatishe-pered-burei-dlya-ezhednevnoi-fotopremii-golosa-tema-more,56.736095481118994,50-60,2018-02-04T14:39:48Z,4,0.0005651170739200639,0.6409999999999999
Независимые авторы,vikavik,krasnye-braslety,34.29531430005572,25-20,2018-02-04T14:49:00Z,4,0.0,0.0
Независимые авторы,animal-life,kak-zhe-soderzhat-dekorativnuyu-krysu,56.71608992110858,50-60,2018-02-04T14:56:09Z,4,0.000784639931027858,0.89
Независимые авторы,walkman007,minutka-motivacii-ili-pochemu-my-spravimsya-s-lyubymi-problemami,44.798677312180146,25-20,2018-02-04T14:58:45Z,4,0.0001886662306066984,0.214
Апвот 50-50,koculkina,tvoya-zhizn,42.314538269682295,25-20,2018-02-04T15:05:45Z,4,0.0,0.0
Независимые авторы,varja,slivok-ne-ela,70.91685524252975,70+,2018-02-04T15:10:03Z,4,0.00029534199651048585,0.335
Апвот 50-50,insaf,mnogomirovaya-interpretaciya,46.435995744834614,25-20,2018-02-04T15:10:48Z,4,0.0,0.0
Апвот 50-50,carbonado,tonkoe-iskusstvo-pofigizma-glava-2,46.03917763946095,25-20,2018-02-04T15:13:06Z,4,0.0,0.0
Независимые авторы,utopiamycon,utopiya-golosa-ot-slova-topit-socialnye-motivy,39.32749098140053,25-20,2018-02-04T15:21:24Z,4,0.00013841401030491426,0.157
Независимые авторы,olegkruasang,velix-id-investicii-v-tochnost-i-identichnost,38.006426614783365,25-20,2018-02-04T15:21:54Z,4,0.0,0.0
Независимые авторы,diimazavr,fintrux-global-p2p-lending-ecosystem-ico-live,59.021512654160404,50-60,2018-02-04T15:26:24Z,4,0.0,0.0
Независимые авторы,flinth1,prodolzhim,27.54403524546313,25-20,2018-02-04T15:27:00Z,4,0.0,0.0
Независимые авторы,bringsjoy,pobediteli-loterei-schastlivyij-golos-period-27,47.51815648756621,25-20,2018-02-04T15:31:15Z,4,4.055442340143984e-05,0.046
Независимые авторы,freebornangel,it-s-looking-bad-for-the-home-team-golos,62.42139639637528,60-65,2018-02-04T15:45:30Z,4,2.9093390701032935e-05,0.033
Независимые авторы,pantv,nochnoi-bluzhdaiushchii-rynok-s-iedoi-na-langhkavi,65.85321128966413,65-70,2018-02-04T15:54:45Z,4,0.0015428313250547769,1.75
Апвот 50-50,dexterous,menshe-slov-bolshe-dela,77.74492272160045,70+,2018-02-04T16:02:36Z,4,3.3386164579865345,3786.92
Апвот 50-50,kosov-alexander,obzor-ico-the-abyss-platforma-dlya-pokupki-igr-na-blokcheine,35.93654905915746,25-20,2018-02-04T16:13:45Z,4,0.0,0.0
Независимые авторы,baev,airdrop-proekta-haven-besplatnye-tokeny,42.9135059502286,25-20,2018-02-04T16:15:27Z,4,0.0,0.0
Независимые авторы,irimeiff,100-podpischik-spasibo-vam,61.625524679260124,60-65,2018-02-04T16:28:33Z,4,0.0016160056107573748,1.8330000000000002
Независимые авторы,pasha63,zimoi-poberezhe-tozhe-krasivo,42.924121891106665,25-20,2018-02-04T16:35:24Z,4,0.0,0.0
Независимые авторы,kskandyba,ded-abai-i-zaicy,50.87762771993547,50-60,2018-02-04T16:43:03Z,4,0.0,0.0
Независимые авторы,savagethallid,004,50.52098463888579,50-60,2018-02-04T17:02:18Z,4,0.0,0.0
Независимые авторы,habreplicator,daidzhest-svezhikh-materialov-iz-mira-frontenda-za-poslednyuyu-nedelyu-300-29-yanvarya-4-fevralya-2018-348278,67.55146568805478,65-70,2018-02-04T17:02:30Z,4,0.0,0.0
Независимые авторы,nuoviso,lebensmittel-oder-fllstoffe-die-fakten-20180204t220632568z,29.5085161462367,25-20,2018-02-04T17:06:33Z,4,0.0,0.0
Независимые авторы,valentinka,golos-masterov-koty-murkotiki-ko-dnyu-vsekh-vlyublennykh,65.38314430459482,65-70,2018-02-04T17:24:39Z,4,0.00036675304641302126,0.41600000000000004
Независимые авторы,dima-1990,ofisnaya-strast-usdusdusd,38.4279121004112,25-20,2018-02-04T17:25:06Z,4,0.0,0.0
Независимые авторы,cryptokens,top-5-resursov-posvyashyonnykh-kriptovalyutam,19.951451202770457,0-25,2018-02-04T17:25:54Z,4,0.0,0.0
Независимые авторы,netuoso,steem-bitcoin-price-1517784126,53.48743415685214,50-60,2018-02-04T17:42:06Z,4,0.0,0.0
Независимые авторы,yuriysid,karbo-krb-vypustili-beta-test-web-wallet-karbo-me-i-karbo-lite-wallet,50.92700464504904,50-60,2018-02-04T17:43:30Z,4,0.0,0.0
Независимые авторы,dove,kak-vyyavit-bezgramotnye-stati-pro-blokchein-i-kriptovalyuty,43.00910349231809,25-20,2018-02-04T17:48:51Z,4,3.173824440112684e-05,0.036000000000000004
Независимые авторы,valentinka,golos-masterov-giacinty-svoimi-rukami-v-podarok,64.97533566328556,60-65,2018-02-04T18:12:00Z,4,0.00046549425121652696,0.528
Независимые авторы,aretanya,obyasnite-malchiku,65.96760685994192,65-70,2018-02-04T18:16:48Z,4,0.0,0.0
Независимые авторы,roman-yrolog,golos-masterov-podarki-buket-bumazhnykh-roz,67.20880450492427,65-70,2018-02-04T18:28:12Z,4,0.0006894251978244774,0.782
Независимые авторы,marty,moya-istoriya,20.354811333665836,0-25,2018-02-04T18:31:09Z,4,0.0,0.0
Независимые авторы,aigelovb,sentinel-chain-raspredelenie-tokenov-dlya-rasshireniya-vozmozhnostei-nebankovskoi-ekonomiki,35.600782216737045,25-20,2018-02-04T18:51:33Z,4,0.0,0.0
Независимые авторы,karmoputnik,2018-2-3t23-35-11,67.20773128571955,65-70,2018-02-03T16:40:30Z,3,8.155321301955455e-05,0.12
Независимые авторы,glockchain,deistvuyushie-airdrop-besplatnaya-razdacha-tokenov,21.062120817216986,0-25,2018-02-03T16:50:51Z,3,0.0,0.0
Независимые авторы,account2,samaya-odinokaya-olusha,33.88410567401751,25-20,2018-02-03T16:57:06Z,3,0.0,0.0
Независимые авторы,stormy,konkurs-serdechko-ot-irisworld-mylnoe-serdce-svoimi-rukami,54.87872278169196,50-60,2018-02-03T17:06:24Z,3,0.0,0.0
Независимые авторы,elinafrost,13-kriteriev-psikhologicheskogo-zdorovya-a-ellis,33.05088086323801,25-20,2018-02-03T17:13:09Z,3,0.0,0.0
Независимые авторы,ubg,rubicacube-breeze,45.41535012789689,25-20,2018-02-03T17:17:15Z,3,2.378635379737008e-05,0.035
Независимые авторы,benken,inspektor-po-nasekomym-naparnik-v-plashche,65.06713726472461,65-70,2018-02-03T17:22:45Z,3,0.01453278256008462,21.384
